municipio,codigo,populacao,receita_total,op_credito,alienacao_bens,amortizacao_divida,outras_receitas_capital,juros_encargos_divida,prpc,prpcapita_max3k,eq1_prpcapita
Prefeitura Municipal de Torre de Pedra - SP,3554656,2395,15960701.72,0,0,0,0,0,6664.1763,3000,6
Prefeitura Municipal de Torrinha - SP,3554706,9934,30045169.43,0,0,376649.46,0,0,2986.5632,2986.5632,5.978579
Prefeitura Municipal de Trabiju - SP,3554755,1677,14692005.48,0,4630.86,109681.83,0,0,8692.7207,3000,6
Prefeitura Municipal de Tremembé - SP,3554805,45414,121663613.69,0,0,2943133.45,0,138943,2611.123,2611.123,5.380044
Prefeitura Municipal de Três Fronteiras - SP,3554904,5743,23205723.69,0,121756,204952.71,0,0,3983.8091,3000,6
Prefeitura Municipal de Tuiuti - SP,3554953,6612,23585431.52,0,0,0,0,0,3567.0647,3000,6
Prefeitura Municipal de Tupã - SP,3555000,65705,179121957.43,0,42100,859518.63,0,621677.61,2702.9702,2702.9702,5.5264688
Prefeitura Municipal de Tupi Paulista - SP,3555109,15238,53132577.18,0,172320,214100.75,0,0,3461.488,3000,6
Prefeitura Municipal de Turiúba - SP,3555208,2013,19375644.71,0,27600,755390,0,6915.48,9232.8564,3000,6
Prefeitura Municipal de Turmalina - SP,3555307,1854,19115005.38,0,0,367859.66,0,2418.2,10110.425,3000,6
Prefeitura Municipal de Ubarana - SP,3555356,5996,32670813.79,0,0,66752.78,0,0,5437.6353,3000,6
Prefeitura Municipal de Ubatuba - SP,3555406,87364,342635519.58,315970,0,1501401.14,0,848990.73,3891.4102,3000,6
Prefeitura Municipal de Ubirajara - SP,3555505,4711,22492940.74,0,0,0,0,0,4774.5576,3000,6
Prefeitura Municipal de Uchoa - SP,3555604,10008,44489010.56,0,0,818517.62,0,0,4363.5586,3000,6
Prefeitura Municipal de União Paulista - SP,3555703,1773,15919906.35,0,0,0,0,0,8979.0781,3000,6
Prefeitura Municipal de Urânia - SP,3555802,9141,29514715.03,0,0,80730.94,0,0,3219.9961,3000,6
Prefeitura Municipal de Uru - SP,3555901,1218,13991836.36,0,0,6251.38,0,0,11482.418,3000,6
Prefeitura Municipal de Urupês - SP,3556008,13580,51355346.37,0,62150,186714.48,0,0,3763.364,3000,6
Prefeitura Municipal de Valentim Gentil - SP,3556107,12610,42424675.16,0,0,455234.02,0,74060.36,3322.3933,3000,6
Prefeitura Municipal de Valinhos - SP,3556206,122163,608834808.62,0,7351.71,14045905.72,9258393.869999999,5484541.95,4748.0713,3000,6
Prefeitura Municipal de Valparaíso - SP,3556305,25316,94825316.37,0,0,376899.22,0,153132.57,3724.7307,3000,6
Prefeitura Municipal de Vargem - SP,3556354,10000,24747589.74,0,0,87115.67999999999,0,0,2466.0474,2466.0474,5.1487613
Prefeitura Municipal de Vargem Grande do Sul - SP,3556404,42061,130992898.23,593416.64,118950,2971804.05,0,602585.66,3012.4377,3000,6
Prefeitura Municipal de Vargem Grande Paulista - SP,3556453,49542,168486003.05,274101.51,0,678556.66,0,0,3381.6428,3000,6
Prefeitura Municipal de Várzea Paulista - SP,3556503,117772,286724168.84,1265174.89,54627.01,4522210.75,0,1200117.32,2374.7754,2374.7754,5.0032535
Prefeitura Municipal de Vera Cruz - SP,3556602,10980,33221280.08,0,0,142747.05,0,0,3012.6169,3000,6
Prefeitura Municipal de Vinhedo - SP,3556701,73855,491677206.22,2287492.1,26770.12,9365285.970000001,0,1280035.76,6481.8579,3000,6
Prefeitura Municipal de Viradouro - SP,3556800,18542,65285243.65,57120,9533.18,12729.07,0,0,3516.6575,3000,6
Prefeitura Municipal de Vista Alegre do Alto - SP,3556909,8171,41104014.34,0,0,0,0,0,5030.4756,3000,6
Prefeitura Municipal de Vitória Brasil - SP,3556958,1833,14508975.74,0,202114.1,56197.73,0,0,7774.5029,3000,6
Prefeitura Municipal de Votorantim - SP,3557006,118858,383246219.66,584969.14,374618.14,943146.12,0,1797333.23,3193.2739,3000,6
Prefeitura Municipal de Votuporanga - SP,3557105,92032,324246270.55,1780539.83,2224199.15,5372136.72,0,1629362.05,3403.5991,3000,6
Prefeitura Municipal de Zacarias - SP,3557154,2636,24864615.48,0,55050,90899.8,0,0,9377.3389,3000,6
Prefeitura Municipal de Chavantes - SP,3557204,12486,44253002.8,0,0,201090.24,0,0,3528.1045,3000,6
Prefeitura Municipal de Estiva Gerbi - SP,3557303,10971,40844804.63,0,20539.86,1107446.46,0,0,3620.1638,3000,6
Prefeitura Municipal de Abatiá - PR,4100103,7795,18876423.06,0,0,199835.08,0,0,2395.9702,2395.9702,5.0370431
Prefeitura Municipal de Adrianópolis - PR,4100202,6293,30277303.67,0,0,539638.38,0,0,4725.5151,3000,6
Prefeitura Municipal de Agudos do Sul - PR,4100301,9073,26536614.31,0,0,756264.2,0,76695.08,2832.9829,2832.9829,5.7337379
Prefeitura Municipal de Almirante Tamandaré - PR,4100400,114129,214226444.94,2432769.23,144200,5571282.04,0,1360817.89,1793.7367,1793.7367,4.0769496
Prefeitura Municipal de Altamira do Paraná - PR,4100459,3143,20702778.44,0,196500,400680.75,0,136882.19,6353.3936,3000,6
Prefeitura Municipal de Altônia - PR,4100509,21867,63625113.09,0,215860,606706.1,0,2057415.33,2777.9363,2777.9363,5.6459813
Prefeitura Municipal de Alto Paraná - PR,4100608,14606,43332199.97,0,118873,907146.91,0,370103.58,2871.1541,2871.1541,5.794591
Prefeitura Municipal de Alto Piquiri - PR,4100707,10253,39024591.51,1108535.74,0,237637.27,0,131156.25,3662.0757,3000,6
Prefeitura Municipal de Alvorada do Sul - PR,4100806,11237,50461101.12,1000411.26,154562.98,1255357.8,0,0,4276.1206,3000,6
Prefeitura Municipal de Amaporã - PR,4100905,6084,24641287.99,305791.38,126801,352278.2,0,22966.56,3917.3982,3000,6
Prefeitura Municipal de Ampére - PR,4101002,18886,65895414.65,0,122500,489853.94,6092.67,461877.44,3431.9121,3000,6
Prefeitura Municipal de Anahy - PR,4101051,2901,21345629.81,413329.52,111588.39,349526.42,0,158443.87,7001.979,3000,6
Prefeitura Municipal de Andirá - PR,4101101,20769,85031509.67,0,41170,638480.72,0,851587.9,4020.428,3000,6
Prefeitura Municipal de Ângulo - PR,4101150,2969,25738706.33,995564.04,201122.75,175384.86,0,104708.8,8171.75,3000,6
Prefeitura Municipal de Antonina - PR,4101200,19418,65408948.74,1396490.74,0,1621690.68,0,390333.92,3192.936,3000,6
Prefeitura Municipal de Antônio Olinto - PR,4101309,7587,25811582.46,558522.09,0,195224.6,0,80956.63,3292.0627,3000,6
Prefeitura Municipal de Apucarana - PR,4101408,131571,357816197.11,643139.14,61200,6318784.21,0,1479405.7,2654.9443,2654.9443,5.4499049
Prefeitura Municipal de Arapongas - PR,4101507,116960,354353592.12,0,83704.60000000001,3245143.2,0,890832.58,2993.6211,2993.6211,5.9898305
Prefeitura Municipal de Arapoti - PR,4101606,27728,106275810.86,0,256331.9,968791.38,0,370237.83,3775.2615,3000,6
Prefeitura Municipal de Arapuã - PR,4101655,3384,21386981.93,0,160223,82389.39,0,22672.6,6241.6362,3000,6
Prefeitura Municipal de Araruna - PR,4101705,14098,45555076.63,583958.08,456704.42,933325.41,0,266127.62,3072.4189,3000,6
Prefeitura Municipal de Araucária - PR,4101804,135459,1021328424.05,9524439.42,0,22168085.72,0,6335087.14,7259.0288,3000,6
Prefeitura Municipal de Ariranha do Ivaí - PR,4101853,2330,20462695.88,269065.54,0,458830.62,0,81794.09,8434.7666,3000,6
Prefeitura Municipal de Assaí - PR,4101903,16104,51176105.52,0,0,1254697.28,0,278371.1,3082.6526,3000,6
Prefeitura Municipal de Assis Chateaubriand - PR,4102000,34046,122818640.55,3010660.23,416441.19,3083470.81,0,1078610.26,3384.5227,3000,6
Prefeitura Municipal de Astorga - PR,4102109,26196,86324705.39,343994.23,130957.8,1602773.94,0,589581.92,3193.5181,3000,6
Prefeitura Municipal de Atalaia - PR,4102208,4002,22071867.69,0,308804.21,123798.4,0,31187.76,5399.3198,3000,6
Prefeitura Municipal de Balsa Nova - PR,4102307,12471,55906239.48,544217.74,0,475625.89,0,252943.15,4380.8398,3000,6
Prefeitura Municipal de Bandeirantes - PR,4102406,32562,78287830.98,1349000,0,3192429.95,0,1285.65,2264.76,2264.76,4.8278646
Prefeitura Municipal de Barbosa Ferraz - PR,4102505,12300,36875482.63,424220.66,0,95867.48,0,2249.67,2955.5403,2955.5403,5.9291215
Prefeitura Municipal de Barracão - PR,4102604,10273,41350087.88,0,22407,114550.65,0,1548.13,4011.6404,3000,6
Prefeitura Municipal de Barra do Jacaré - PR,4102703,2825,18870930.9,0,0,94421.45,0,10905.47,6642.6919,3000,6
Prefeitura Municipal de Bela Vista da Caroba - PR,4102752,3774,5878165.91,0,37636.2,50443.27,0,0,1534.2041,1534.2041,3.663197
Prefeitura Municipal de Bela Vista do Paraíso - PR,4102802,15656,49975592.07,1292742.35,0,1217620.25,0,67493.39999999999,3027.4487,3000,6
Prefeitura Municipal de Bituruna - PR,4102901,16627,63247111,0,442299.36,1210330.54,0,228149.92,3690.7639,3000,6
Prefeitura Municipal de Boa Esperança - PR,4103008,4438,26792394.84,0,0,147721.97,0,51448.91,5992.1641,3000,6
Prefeitura Municipal de Boa Esperança do Iguaçu - PR,4103024,2671,22605287.66,0,467850,235452.61,0,121698.78,8154.3564,3000,6
Prefeitura Municipal de Boa Ventura de São Roque - PR,4103040,6674,32839455.39,0,0,349268.99,0,14700.39,4865.9702,3000,6
Prefeitura Municipal de Boa Vista da Aparecida - PR,4103057,7939,35609039.26,655021.1899999999,373035,692725.86,0,350812.16,4224.3916,3000,6
Prefeitura Municipal de Bocaiúva do Sul - PR,4103107,12320,36761412.87,0,181660,289060.23,0,120051.01,2935.9287,2935.9287,5.8978562
Prefeitura Municipal de Bom Jesus do Sul - PR,4103156,3755,19139291.3,0,0,0,0,0,5097.0151,3000,6
Prefeitura Municipal de Bom Sucesso - PR,4103206,6982,27951154.27,0,166150,1043186.76,0,105752.6,3814.9619,3000,6
Prefeitura Municipal de Bom Sucesso do Sul - PR,4103222,3358,28238299.55,745000,23520,448878.45,0,130479.16,8007.8682,3000,6
Prefeitura Municipal de Borrazópolis - PR,4103305,7387,77420874.90000001,0,0,597712.24,0,174429.58,10376.165,3000,6
Prefeitura Municipal de Braganey - PR,4103354,5687,23508287.02,755734.64,0,85829.99000000001,0,21491.03,3981.9292,3000,6
Prefeitura Municipal de Brasilândia do Sul - PR,4103370,2990,82214270.13,170025.82,0,688600,0,169600,27152.523,3000,6
Prefeitura Municipal de Cafeara - PR,4103404,2892,21513249.38,0,324500,234536.56,0,125171.44,7202.2964,3000,6
Prefeitura Municipal de Cafelândia - PR,4103453,17175,86190297.12,716206.2,0,872341.29,0,219915.42,4913.0615,3000,6
Prefeitura Municipal de Cafezal do Sul - PR,4103479,4266,25481794.79,361057.09,0,343557.61,0,120601.58,5779.7886,3000,6
Prefeitura Municipal de Califórnia - PR,4103503,8545,31936795.54,0,144150,263773.9,0,134728.62,3673.978,3000,6
Prefeitura Municipal de Cambará - PR,4103602,25401,82805701.61,1214512.81,0,1293407.24,0,75318.12,3158.2405,3000,6
Prefeitura Municipal de Cambé - PR,4103701,104592,307078200.5,0,0,3682233.25,0,124073.2,2899.5706,2899.5706,5.8398933
Prefeitura Municipal de Cambira - PR,4103800,7759,30272448.13,0,62050,199268.6,0,19856.27,3865.353,3000,6
Prefeitura Municipal de Campina da Lagoa - PR,4103909,15144,140290770.82,0,27600,701623.26,0,225535.53,9200.7402,3000,6
Prefeitura Municipal de Campina do Simão - PR,4103958,4062,23978745.3,502967.89,0,342598.9,0,160333.38,5655.5503,3000,6
Prefeitura Municipal de Campina Grande do Sul - PR,4104006,42547,154339699.26,1776500.9,135837.29,1345051.28,0,1087377.55,3525.3938,3000,6
Prefeitura Municipal de Campo Bonito - PR,4104055,4162,26437011.42,0,201000,196570.51,0,75848.58,6238.249,3000,6
Prefeitura Municipal de Campo do Tenente - PR,4104105,7829,25936812.83,1000000,141677.54,598404.73,0,296386.49,3052.7966,3000,6
Prefeitura Municipal de Campo Largo - PR,4104204,125719,363295465.25,2240486.09,0,7625279.58,0,2012185.12,2795.2617,2795.2617,5.6736021
Prefeitura Municipal de Campo Magro - PR,4104253,28244,83854959.47,1847411.43,0,918893.51,0,505238.39,2853.1162,2853.1162,5.7658348
Prefeitura Municipal de Campo Mourão - PR,4104303,93547,351912719.84,7488922.04,891421.3199999999,1656567.79,0,1779921.35,3635.5618,3000,6
Prefeitura Municipal de Cândido de Abreu - PR,4104402,16198,49622088.73,1500000,201044,1225214.42,0,0,2882.8145,2882.8145,5.8131804
Prefeitura Municipal de Candói - PR,4104428,15978,64963491.49,0,0,263923.38,0,0,4049.2908,3000,6
Prefeitura Municipal de Cantagalo - PR,4104451,13478,42831035.58,381422.47,41150,1073483.49,0,398394.7,3037.2893,3000,6
Prefeitura Municipal de Capanema - PR,4104501,19364,66710883.03,0,0,281701.88,0,101880.61,3425.2893,3000,6
Prefeitura Municipal de Capitão Leônidas Marques - PR,4104600,15788,60771707.88,1478000,0,35782.25,0,101541.59,3746.9207,3000,6
Prefeitura Municipal de Carambeí - PR,4104659,21939,96064582.25,117027.24,0,2834112.71,0,697484.9,4212.4053,3000,6
Prefeitura Municipal de Carlópolis - PR,4104709,14384,37609473.83,0,0,292970.03,0,38151.44,2591.6541,2591.6541,5.3490062
Prefeitura Municipal de Cascavel - PR,4104808,316226,1034918133.56,32523813.99,753140.62,9054527.810000001,0,5064436.3,3122.8369,3000,6
Prefeitura Municipal de Castro - PR,4104907,71159,232979124.2,94974.74000000001,597000,3071543.45,0,1647637.24,3198.021,3000,6
Prefeitura Municipal de Catanduvas - PR,4105003,10455,34411549.86,0,52256.83,0,0,0,3286.3982,3000,6
Prefeitura Municipal de Centenário do Sul - PR,4105102,11279,38768818.3,0,115675.59,737059.16,0,0,3361.6528,3000,6
Prefeitura Municipal de Cerro Azul - PR,4105201,17885,49651944.39,0,0,819481.5,0,0,2730.3586,2730.3586,5.5701323
Prefeitura Municipal de Céu Azul - PR,4105300,11764,52182433.08,163340.28,153857.31,797505.5699999999,0,229488.07,4321.5098,3000,6
Prefeitura Municipal de Chopinzinho - PR,4105409,19911,100420678.22,1542142.34,310111.19,1119253.97,0,344674.83,4876.9272,3000,6
Prefeitura Municipal de Cianorte - PR,4105508,78553,301226429.95,0,2493646,993896.45,0,395601.77,3785.2568,3000,6
Prefeitura Municipal de Cidade Gaúcha - PR,4105607,12199,43419015.54,618225.79,0,350769.31,0,122898.18,3469.7207,3000,6
Prefeitura Municipal de Clevelândia - PR,4105706,17250,65051215.05,703003.36,178653.15,1935502.44,0,638213.04,3570.7734,3000,6
Prefeitura Municipal de Colombo - PR,4105805,234941,437645865.19,420506.21,0,3439442.14,0,1426040.22,1840.2913,1840.2913,4.1511679
Prefeitura Municipal de Colorado - PR,4105904,23811,92454246.86,154409.6,0,979708.0600000001,0,198631.22,3826.8657,3000,6
Prefeitura Municipal de Congonhinhas - PR,4106001,8779,27388246.87,1065300,0,823304.55,0,0,2904.6182,2904.6182,5.8479404
Prefeitura Municipal de Conselheiro Mairinck - PR,4106100,3849,19199891.53,105257.07,0,169604.2,0,0,4916.8691,3000,6
Prefeitura Municipal de Contenda - PR,4106209,17745,61231961.91,1074031.58,109720,790460.2,17003.68,395335.24,3316.1685,3000,6
Prefeitura Municipal de Corbélia - PR,4106308,17135,73580907.14,1697630.48,0,871225.95,0,280216.95,4127.9155,3000,6
Prefeitura Municipal de Cornélio Procópio - PR,4106407,48615,134468475.17,0,0,1877429.81,0,100295.61,2725.3059,2725.3059,5.562077
Prefeitura Municipal de Coronel Domingos Soares - PR,4106456,7607,33847424.47,0,248650,695119.59,0,70531.22,4316.1724,3000,6
Prefeitura Municipal de Coronel Vivida - PR,4106506,21755,91334585.90000001,2439255.84,298466.34,613301.7,0,443687.74,4023.8967,3000,6
Prefeitura Municipal de Corumbataí do Sul - PR,4106555,3682,20203849.56,0,0,0,0,0,5487.1943,3000,6
Prefeitura Municipal de Cruzeiro do Iguaçu - PR,4106571,4373,25836031.91,0,206510,104308.14,0,3251.89,5836.2593,3000,6
Prefeitura Municipal de Cruzeiro do Oeste - PR,4106605,21197,84290351.84999999,826800,66600,1657182.99,0,295842.07,3842.2383,3000,6
Prefeitura Municipal de Cruzeiro do Sul - PR,4106704,4619,19719342.53,0,30102.31,559453.1899999999,0,149688.63,4109.1357,3000,6
Prefeitura Municipal de Cruz Machado - PR,4106803,18858,61880545.64,281000,71620,86884.37,0,137497.6,3250.7979,3000,6
Prefeitura Municipal de Cruzmaltina - PR,4106852,3110,19536733.38,0,0,32242.75,0,10075.5,6268.3008,3000,6
Prefeitura Municipal de Curitiba - PR,4106902,1893997,9101835144.309999,10005797.96,751699.6800000001,262924634.58,73519758.06,42717069.63,4599.752,3000,6
Prefeitura Municipal de Curiúva - PR,4107009,14911,46620887.32,0,0,748819.3100000001,0,199021.15,3063.0439,3000,6
Prefeitura Municipal de Diamante do Norte - PR,4107108,5425,28972989.98,0,10945.2,465997.88,0,6559.17,5251.5186,3000,6
Prefeitura Municipal de Diamante do Sul - PR,4107124,3562,18200759.41,479500,70005,5828.2,0,196286.09,4898.6919,3000,6
Prefeitura Municipal de Diamante D'Oeste - PR,4107157,5294,26845598.81,0,153850,5565.77,0,0,5040.8354,3000,6
Prefeitura Municipal de Dois Vizinhos - PR,4107207,39500,137157836.01,1080467.88,130550,2190384.54,0,425353.43,3375.4705,3000,6
Prefeitura Municipal de Douradina - PR,4107256,8439,33302822.43,0,0,221686.59,0,26366.42,3916.906,3000,6
Prefeitura Municipal de Doutor Camargo - PR,4107306,6058,25029872.89,526480.1800000001,197623.68,599484.99,0,110262.89,3895.0183,3000,6
Prefeitura Municipal de Enéas Marques - PR,4107405,6182,31012992.14,0,451250,78754.63,0,0,4930.9263,3000,6
Prefeitura Municipal de Engenheiro Beltrão - PR,4107504,14311,46667598.19,0,0,0,0,297624.91,3240.1631,3000,6
Prefeitura Municipal de Esperança Nova - PR,4107520,1852,17283288.58,750000,0,131998.47,0,108734.47,8797.2764,3000,6
Prefeitura Municipal de Entre Rios do Oeste - PR,4107538,4406,41782620.59,847743.97,0,746959.4,0,289961.97,9055.3691,3000,6
Prefeitura Municipal de Espigão Alto do Iguaçu - PR,4107546,4447,26272397.3,869208.63,0,418421.42,0,257555.81,5560.4253,3000,6
Prefeitura Municipal de Farol - PR,4107553,3323,20370563.17,528426.42,34802.89,64501.51,0,44407.75,5927.9038,3000,6
Prefeitura Municipal de Faxinal - PR,4107603,17233,57296393.94,0,85830,590097.33,0,182728.09,3274.9805,3000,6
Prefeitura Municipal de Fazenda Rio Grande - PR,4107652,93730,247251188.4,722383.04,24814.07,5502837.92,0,1431642.31,2555.9534,2555.9534,5.2920914
Prefeitura Municipal de Fênix - PR,4107702,4903,25098231.83,0,53431.4,585612.98,0,54300.2,4977.542,3000,6
Prefeitura Municipal de Fernandes Pinheiro - PR,4107736,5929,40034098.82,0,0,340299.32,0,83672.97,6680.7432,3000,6
Prefeitura Municipal de Figueira - PR,4107751,8222,25921759.78,0,208250,0,0,0,3127.4033,3000,6
Prefeitura Municipal de Floraí - PR,4107801,5114,24145716.09,0,127034.91,154979.64,0,0,4666.3477,3000,6
Prefeitura Municipal de Flor da Serra do Sul - PR,4107850,4782,28656751.25,0,37205.19,179082.7,0,55880.74,5935.7139,3000,6
Prefeitura Municipal de Floresta - PR,4107900,6535,35012711.23,0,895728.02,287752.9,0,63468.32,5166.9106,3000,6
Prefeitura Municipal de Florestópolis - PR,4108007,11145,36003920.71,0,0,1810554.97,0,265588.07,3044.2151,3000,6
Prefeitura Municipal de Flórida - PR,4108106,2697,22438020.66,481600,0,435611.09,0,76729.75999999999,7951.0864,3000,6
Prefeitura Municipal de Formosa do Oeste - PR,4108205,7214,32201276.57,0,13032.87,86829.67999999999,0,0,4449.877,3000,6
Prefeitura Municipal de Foz do Iguaçu - PR,4108304,263915,1121448743.27,14512317.69,2264264.91,19097903.16,0,7098080.05,4086.4526,3000,6
Prefeitura Municipal de Francisco Alves - PR,4108320,6382,34029382.75,785564.21,77020,98753.7,0,5017.72,5180.6685,3000,6
Prefeitura Municipal de Francisco Beltrão - PR,4108403,87491,348443981.27,1389588.75,0,3585883.18,0,536004.17,3919.6318,3000,6
Prefeitura Municipal de Foz do Jordão - PR,4108452,5144,24831266.78,600000,71000,469439.87,0,84553.94,4589.0889,3000,6
Prefeitura Municipal de General Carneiro - PR,4108502,14038,41605044.2,0,194600,623580.72,0,171909.27,2893.2151,2893.2151,5.829761
Prefeitura Municipal de Godoy Moreira - PR,4108551,3211,2894910.42,0,83100,7965,0,144069.19,828.3327,828.3327,2.5378821
Prefeitura Municipal de Goioerê - PR,4108601,29683,90951527.05,222000,252801,3618026.02,0,799686.78,2899.2693,2899.2693,5.8394132
Prefeitura Municipal de Goioxim - PR,4108650,7482,31002959.86,299000,24550,0,0,3732.1,4099.9302,3000,6
Prefeitura Municipal de Grandes Rios - PR,4108700,6167,18787637.47,0,0,527738.48,0,0,2960.9045,2960.9045,5.9376731
Prefeitura Municipal de Guaíra - PR,4108809,32784,122655341.52,1419604.26,431215.12,511708.78,0,214357.41,3662.7153,3000,6
Prefeitura Municipal de Guairaçá - PR,4108908,6562,26517577.93,0,0,411670.09,0,38824.14,3972.4297,3000,6
Prefeitura Municipal de Guamiranga - PR,4108957,8552,27146381.55,0,221900,361115.54,0,84471.13,3096.2224,3000,6
Prefeitura Municipal de Guapirama - PR,4109005,3942,21403269,0,0,42658.75,0,0,5418.7241,3000,6
Prefeitura Municipal de Guaporema - PR,4109104,2291,18056684.53,0,19946.95,217820.58,0,63242.77,7750.1851,3000,6
Prefeitura Municipal de Guaraci - PR,4109203,5492,29037186.78,0,0,52653.39,0,19092.25,5274.1152,3000,6
Prefeitura Municipal de Guaraniaçu - PR,4109302,13641,60374067.71,0,95843.58,82174.06,0,74962.85000000001,4407.3813,3000,6
Prefeitura Municipal de Guarapuava - PR,4109401,179256,530218648.3,483946.65,487747.28,6442292.49,0,2881135.9,2900.4526,2900.4526,5.8412995
Prefeitura Municipal de Guaraqueçaba - PR,4109500,7944,27460780.1,0,0,331028.93,0,10618.26,3413.7881,3000,6
Prefeitura Municipal de Guaratuba - PR,4109609,35588,159489362.62,3202892.51,47000,5728799.24,0,814339.98,4206.3711,3000,6
Prefeitura Municipal de Honório Serpa - PR,4109658,5705,28185308.92,693279.9300000001,0,277352.34,0,85507.89999999999,4755.332,3000,6
Prefeitura Municipal de Ibaiti - PR,4109708,30888,62261538.69,0,121095,494287.02,0,61276.05,1993.8125,1993.8125,4.3959146
Prefeitura Municipal de Ibema - PR,4109757,6374,25157881.87,1522986.81,53385,373672.19,0,196392.19,3610.2048,3000,6
Prefeitura Municipal de Ibiporã - PR,4109807,52848,229998058.81,0,4945229.9,1183818.2,0,572996.12,4225.25,3000,6
Prefeitura Municipal de Icaraíma - PR,4109906,8561,38576086.43,0,15520,1022834.42,0,305604.65,4349.0396,3000,6
Prefeitura Municipal de Iguaraçu - PR,4110003,4309,26032971.77,0,0,831610.2,0,132331.05,5817.8301,3000,6
Prefeitura Municipal de Iguatu - PR,4110052,2304,15178217.84,490050,260800,305447.1,0,188316.32,6047.5713,3000,6
Prefeitura Municipal de Imbaú - PR,4110078,12550,33583652.96,0,0,78970.02,0,37097.62,2666.7397,2666.7397,5.4687095
Prefeitura Municipal de Imbituva - PR,4110102,31391,94176147.04000001,372241.01,0,762605.64,0,659276.36,2942.9463,2942.9463,5.9090438
Prefeitura Municipal de Inácio Martins - PR,4110201,11331,45160463.64,354357.59,0,366221.28,0,174468.97,3906.5762,3000,6
Prefeitura Municipal de Inajá - PR,4110300,3128,18889959.15,0,0,288303.9,0,0,5946.8208,3000,6
Prefeitura Municipal de Indianópolis - PR,4110409,4504,30706000.58,541965.23,1224.7,474654.91,0,78834.86,6574.0054,3000,6
Prefeitura Municipal de Ipiranga - PR,4110508,15059,56327299.57,265078.99,0,989363.36,0,291337.25,3637.7927,3000,6
Prefeitura Municipal de Iporã - PR,4110607,14704,56384584.61,0,22500,533204.86,0,345637.54,3773.3435,3000,6
Prefeitura Municipal de Iracema do Oeste - PR,4110656,2487,18607162.66,0,0,254103.84,0,81577.59,7346.7959,3000,6
Prefeitura Municipal de Irati - PR,4110706,60070,161452949.2,563041.4300000001,0,826181,0,392890.53,2658.0796,2658.0796,5.4549031
Prefeitura Municipal de Iretama - PR,4110805,10608,44817591.75,0,136874.9,497406.43,0,7836.95,4164.3545,3000,6
Prefeitura Municipal de Itaguajé - PR,4110904,4629,25199312.42,0,0,560599.41,0,0,5322.686,3000,6
Prefeitura Municipal de Itaipulândia - PR,4110953,10413,114527764.31,0,0,137874.32,0,47854.63,10980.7,3000,6
Prefeitura Municipal de Itambaracá - PR,4111001,6835,25417728.87,0,24140,543838.9399999999,0,82244.75999999999,3623.6292,3000,6
Prefeitura Municipal de Itambé - PR,4111100,6201,25848994.83,0,0,237722.53,0,34312.71,4124.6509,3000,6
Prefeitura Municipal de Itapejara d'Oeste - PR,4111209,11571,46750104.97,711418.87,93805.91,1695880.62,0,209599.6,3806.0151,3000,6
Prefeitura Municipal de Itaperuçu - PR,4111258,27131,58333616.67,864523.1800000001,0,1662707.26,0,420924.5,2041.4088,2041.4088,4.4717937
Prefeitura Municipal de Itaúna do Sul - PR,4111308,3288,19076991.19,0,0,267942.17,0,105272.47,5688.4966,3000,6
Prefeitura Municipal de Ivaí - PR,4111407,13714,44836425.09,1000000,451367,527744.87,0,438027.9,3093.1372,3000,6
Prefeitura Municipal de Ivaiporã - PR,4111506,32720,96480918.31999999,393141.59,456238.6,2110472.39,0,701029.34,2836.7981,2836.7981,5.73982
Prefeitura Municipal de Ivaté - PR,4111555,8067,25572848.8,369900,0,317155.2,0,70746.45,3076.1184,3000,6
Prefeitura Municipal de Ivatuba - PR,4111605,3240,66538981.83,0,0,426553.3,0,86475.78,20378.381,3000,6
Prefeitura Municipal de Jaboti - PR,4111704,5255,23483801.3,102766.11,82650,427290.53,100000,34948.08,4326.5742,3000,6
Prefeitura Municipal de Jacarezinho - PR,4111803,40253,112698825.09,0,0,4462947.41,0,380540.11,2679.436,2679.436,5.4889503
Prefeitura Municipal de Jaguapitã - PR,4111902,13287,50494263.55,0,0,559497.01,0,83658.77,3751.8708,3000,6
Prefeitura Municipal de Jaguariaíva - PR,4112009,34822,114082526.98,0,828168.6899999999,743719.23,0,625268.63,3213.0657,3000,6
Prefeitura Municipal de Jandaia do Sul - PR,4112108,21273,67347937.11,0,106720,996623.53,0,234961.77,3102.9771,3000,6
Prefeitura Municipal de Janiópolis - PR,4112207,6005,30923726.79,0,0,465767.85,0,68648.10000000001,5060.668,3000,6
Prefeitura Municipal de Japira - PR,4112306,5078,22764166.85,0,0,873776.28,0,71531.92999999999,4296.7427,3000,6
Prefeitura Municipal de Japurá - PR,4112405,9238,38906891.19,0,178930.14,440751.79,0,61325.68,4137.896,3000,6
Prefeitura Municipal de Jardim Alegre - PR,4112504,12104,43225014.27,325425.83,0,276150.87,0,59496.93,3516.5186,3000,6
Prefeitura Municipal de Jardim Olinda - PR,4112603,1403,18161474.24,0,0,178385.29,0,0,12817.598,3000,6
Prefeitura Municipal de Jataizinho - PR,4112702,12560,33928015.23,0,0,194133.52,0,0,2685.8186,2685.8186,5.4991255
Prefeitura Municipal de Jesuítas - PR,4112751,8912,34464477.42,0,0,920887.36,0,239312.56,3737.0149,3000,6
Prefeitura Municipal de Joaquim Távora - PR,4112801,11639,43248963.21,136176.35,312000,510831.85,0,170638.92,3618.8088,3000,6
